!	0
巍	388
微	389
危	390
韦	391
违	392
桅	393
围	394
唯	395
惟	396
为	397
潍	398
维	399
苇	400
萎	401
委	402
伟	403
伪	404
尾	405
纬	406
未	407
蔚	408
味	409
畏	410
胃	411
喂	412
魏	413
位	414
渭	415
谓	416
尉	417
慰	418
卫	419
瘟	420
温	421
蚊	422
文	423
闻	424
纹	425
吻	426
稳	427
紊	428
问	429
嗡	430
翁	431
瓮	432
挝	433
蜗	434
涡	435
窝	436
我	437
斡	438
卧	439
握	440
沃	441
巫	442
呜	443
钨	444
乌	445
污	446
诬	447
屋	448
无	449
芜	450
梧	451
吾	452
吴	453
毋	454
武	455
五	456
捂	457
午	458
舞	459
伍	460
侮	461
坞	462
戊	463
雾	464
晤	465
物	466
勿	467
务	468
悟	469
误	470
昔	471
熙	472
析	473
西	474
晰	475
嘻	476
吸	477
锡	478
牺	479
稀	480
息	481
希	482
悉	483
膝	484
夕	485
惜	486
熄	487
烯	488
溪	489
汐	490
犀	491
檄	492
袭	493
席	494
习	495
媳	496
喜	497
铣	498
洗	499
系	500
隙	501
细	502
瞎	503
虾	504
匣	505
霞	506
辖	507
暇	508
峡	509
侠	510
狭	511
下	512
厦	513
夏	514
吓	515
掀	516
锨	517
先	518
仙	519
鲜	520
纤	521
咸	522
贤	523
衔	524
舷	525
闲	526
涎	527
弦	528
嫌	529
显	530
险	531
现	532
献	533
县	534
腺	535
馅	536
羡	537
宪	538
陷	539
限	540
线	541
相	542
厢	543
镶	544
香	545
箱	546
襄	547
湘	548
乡	549
翔	550
祥	551
详	552
想	553
响	554
享	555
项	556
巷	557
橡	558
像	559
向	560
象	561
萧	562
硝	563
霄	564
削	565
哮	566
嚣	567
销	568
消	569
宵	570
淆	571
晓	572
小	573
孝	574
校	575
肖	576
啸	577
笑	578
效	579
楔	580
些	581
歇	582
蝎	583
鞋	584
协	585
挟	586
携	587
邪	588
斜	589
胁	590
谐	591
写	592
械	593
卸	594
蟹	595
懈	596
泄	597
泻	598
谢	599
屑	600
薪	601
芯	602
锌	603
欣	604
辛	605
新	606
忻	607
心	608
信	609
衅	610
星	611
腥	612
猩	613
惺	614
兴	615
刑	616
型	617
形	618
邢	619
行	620
醒	621
幸	622
杏	623
性	624
姓	625
兄	626
凶	627
胸	628
匈	629
汹	630
雄	631
熊	632
休	633
修	634
羞	635
朽	636
嗅	637
锈	638
秀	639
袖	640
绣	641
墟	642
戌	643
需	644
虚	645
嘘	646
须	647
徐	648
许	649
蓄	650
酗	651
叙	652
旭	653
序	654
畜	655
恤	656
絮	657
婿	658
绪	659
续	660
轩	661
喧	662
宣	663
悬	664
旋	665
玄	666
选	667
癣	668
眩	669
绚	670
靴	671
薛	672
学	673
穴	674
雪	675
血	676
勋	677
熏	678
循	679
旬	680
询	681
寻	682
驯	683
巡	684
殉	685
汛	686
训	687
讯	688
逊	689
迅	690
压	691
押	692
鸦	693
鸭	694
呀	695
丫	696
芽	697
牙	698
蚜	699
崖	700
衙	701
涯	702
雅	703
哑	704
亚	705
讶	706
焉	707
咽	708
阉	709
烟	710
淹	711
盐	712
严	713
研	714
蜒	715
岩	716
延	717
言	718
颜	719
阎	720
炎	721
沿	722
奄	723
掩	724
眼	725
衍	726
演	727
艳	728
堰	729
燕	730
厌	731
砚	732
雁	733
唁	734
彦	735
焰	736
宴	737
谚	738
验	739
殃	740
央	741
鸯	742
秧	743
杨	744
扬	745
佯	746
疡	747
羊	748
洋	749
阳	750
氧	751
仰	752
痒	753
养	754
样	755
漾	756
邀	757
腰	758
妖	759
瑶	760
摇	761
尧	762
遥	763
窑	764
谣	765
姚	766
咬	767
舀	768
药	769
要	770
耀	771
椰	772
噎	773
耶	774
爷	775
野	776
冶	777
也	778
页	779
掖	780
业	781
叶	782
曳	783
腋	784
夜	785
液	786
一	787
壹	788
医	789
揖	790
铱	791
依	792
伊	793
衣	794
颐	795
夷	796
移	797
仪	798
胰	799
疑	800
沂	801
宜	802
姨	803
彝	804
椅	805
蚁	806
倚	807
已	808
乙	809
矣	810
以	811
艺	812
抑	813
易	814
邑	815
屹	816
亿	817
役	818
臆	819
逸	820
肄	821
疫	822
亦	823
裔	824
意	825
毅	826
忆	827
义	828
益	829
溢	830
诣	831
议	832
谊	833
译	834
异	835
翼	836
翌	837
绎	838
茵	839
荫	840
因	841
殷	842
音	843
阴	844
姻	845
吟	846
银	847
寅	848
饮	849
尹	850
引	851
隐	852
印	853
英	854
樱	855
婴	856
鹰	857
应	858
缨	859
莹	860
萤	861
营	862
荧	863
蝇	864
迎	865
赢	866
盈	867
影	868
颖	869
硬	870
映	871
哟	872
拥	873
佣	874
臃	875
痈	876
庸	877
雍	878
踊	879
蛹	880
咏	881
泳	882
涌	883
永	884
恿	885
勇	886
用	887
幽	888
优	889
悠	890
忧	891
尤	892
由	893
邮	894
铀	895
犹	896
油	897
游	898
酉	899
有	900
友	901
右	902
佑	903
釉	904
诱	905
又	906
幼	907
迂	908
淤	909
于	910
盂	911
榆	912
虞	913
愚	914
舆	915
余	916
俞	917
逾	918
鱼	919
愉	920
渝	921
渔	922
隅	923
予	924
娱	925
雨	926
与	927
屿	928
禹	929
宇	930
语	931
羽	932
玉	933
域	934
芋	935
郁	936
吁	937
遇	938
喻	939
峪	940
御	941
愈	942
欲	943
狱	944
育	945
誉	946
浴	947
寓	948
裕	949
预	950
豫	951
驭	952
鸳	953
渊	954
冤	955
元	956
垣	957
袁	958
原	959
援	960
辕	961
园	962
员	963
圆	964
猿	965
源	966
缘	967
远	968
苑	969
愿	970
怨	971
院	972
曰	973
约	974
越	975
跃	976
钥	977
岳	978
粤	979
月	980
悦	981
阅	982
耘	983
云	984
郧	985
匀	986
陨	987
允	988
运	989
蕴	990
酝	991
晕	992
韵	993
孕	994
匝	995
砸	996
杂	997
栽	998
哉	999
灾	1000
宰	1001
载	1002
再	1003
在	1004
咱	1005
攒	1006
暂	1007
赞	1008
赃	1009
脏	1010
葬	1011
遭	1012
糟	1013
凿	1014
藻	1015
枣	1016
早	1017
澡	1018
蚤	1019
躁	1020
噪	1021
造	1022
皂	1023
灶	1024
燥	1025
责	1026
择	1027
则	1028
泽	1029
贼	1030
怎	1031
增	1032
憎	1033
曾	1034
赠	1035
扎	1036
喳	1037
渣	1038
札	1039
轧	1040
铡	1041
闸	1042
眨	1043
栅	1044
榨	1045
咋	1046
乍	1047
炸	1048
诈	1049
摘	1050
斋	1051
宅	1052
窄	1053
债	1054
寨	1055
瞻	1056
毡	1057
詹	1058
粘	1059
沾	1060
盏	1061
斩	1062
辗	1063
崭	1064
展	1065
蘸	1066
栈	1067
占	1068
战	1069
站	1070
湛	1071
绽	1072
樟	1073
章	1074
彰	1075
漳	1076
张	1077
掌	1078
涨	1079
杖	1080
丈	1081
帐	1082
账	1083
仗	1084
胀	1085
瘴	1086
障	1087
招	1088
昭	1089
找	1090
沼	1091
赵	1092
照	1093
罩	1094
兆	1095
肇	1096
召	1097
遮	1098
折	1099
哲	1100
蛰	1101
辙	1102
者	1103
蔗	1104
这	1105
浙	1106
珍	1107
斟	1108
真	1109
甄	1110
砧	1111
臻	1112
贞	1113
针	1114
侦	1115
枕	1116
疹	1117
诊	1118
震	1119
振	1120
镇	1121
阵	1122
蒸	1123
挣	1124
睁	1125
征	1126
狰	1127
争	1128
怔	1129
整	1130
拯	1131
正	1132
政	1133
帧	1134
症	1135
郑	1136
证	1137
芝	1138
枝	1139
支	1140
吱	1141
蜘	1142
知	1143
肢	1144
脂	1145
汁	1146
之	1147
织	1148
职	1149
直	1150
植	1151
殖	1152
执	1153
值	1154
侄	1155
址	1156
指	1157
止	1158
趾	1159
只	1160
旨	1161
纸	1162
志	1163
挚	1164
掷	1165
至	1166
致	1167
置	1168
帜	1169
制	1170
智	1171
秩	1172
稚	1173
质	1174
炙	1175
痔	1176
滞	1177
治	1178
窒	1179
中	1180
盅	1181
忠	1182
钟	1183
衷	1184
终	1185
种	1186
肿	1187
重	1188
仲	1189
众	1190
舟	1191
州	1192
洲	1193
诌	1194
粥	1195
轴	1196
肘	1197
帚	1198
咒	1199
皱	1200
宙	1201
昼	1202
骤	1203
珠	1204
株	1205
蛛	1206
朱	1207
猪	1208
诸	1209
诛	1210
逐	1211
竹	1212
烛	1213
煮	1214
拄	1215
瞩	1216
嘱	1217
主	1218
著	1219
柱	1220
助	1221
蛀	1222
贮	1223
铸	1224
筑	1225
住	1226
注	1227
祝	1228
驻	1229
抓	1230
爪	1231
拽	1232
专	1233
砖	1234
转	1235
撰	1236
赚	1237
篆	1238
桩	1239
庄	1240
装	1241
妆	1242
撞	1243
壮	1244
状	1245
椎	1246
锥	1247
追	1248
赘	1249
坠	1250
缀	1251
谆	1252
准	1253
捉	1254
拙	1255
卓	1256
桌	1257
琢	1258
茁	1259
酌	1260
啄	1261
着	1262
灼	1263
浊	1264
兹	1265
咨	1266
资	1267
姿	1268
滋	1269
淄	1270
孜	1271
紫	1272
仔	1273
籽	1274
滓	1275
子	1276
自	1277
渍	1278
字	1279
鬃	1280
棕	1281
踪	1282
宗	1283
综	1284
总	1285
纵	1286
邹	1287
走	1288
奏	1289
揍	1290
租	1291
足	1292
卒	1293
族	1294
祖	1295
诅	1296
阻	1297
组	1298
钻	1299
纂	1300
嘴	1301
醉	1302
最	1303
罪	1304
尊	1305
遵	1306
昨	1307
左	1308
佐	1309
做	1310
作	1311
坐	1312
座	1313
丐	1314
噩	1315
匕	1316
夭	1317
匾	1318
卦	1319
偎	1320
凫	1321
禀	1322
谒	1323
阱	1324
芙	1325
茉	1326
茴	1327
荞	1328
荠	1329
荸	1330
莺	1331
蒿	1332
薇	1333
奕	1334
拗	1335
捺	1336
叽	1337
叨	1338
吆	1339
咧	1340
咪	1341
唠	1342
唧	1343
嗦	1344
嗤	1345
嘁	1346
嘀	1347
嘹	1348
幔	1349
岖	1350
徙	1351
猬	1352
馍	1353
庵	1354
悴	1355
愕	1356
憔	1357
沐	1358
涮	1359
漩	1360
姊	1361
嬉	1362
缤	1363
缭	1364
缰	1365
玷	1366
璧	1367
杈	1368
桦	1369
榄	1370
楣	1371
榛	1372
榕	1373
橄	1374
橘	1375
檐	1376
檩	1377
昙	1378
昵	1379
掰	1380
牍	1381
肴	1382
胧	1383
腌	1384
朦	1385
臊	1386
飒	1387
炫	1388
祠	1389
盹	1390
铐	1391
铛	1392
锉	1393
秕	1394
秫	1395
鸠	1396
鹉	1397
鹦	1398
瘾	1399
癞	1400
衩	1401
裆	1402
蚣	1403
蚪	1404
蚓	1405
蚯	1406
蛉	1407
蜓	1408
蜈	1409
蜻	1410
蝠	1411
蝌	1412
蝙	1413
蟆	1414
螃	1415
蟥	1416
蟋	1417
蟀	1418
笙	1419
笤	1420
筝	1421
箫	1422
簸	1423
翎	1424
翩	1425
麸	1426
跛	1427
跷	1428
踱	1429
蹂	1430
躏	1431
雳	1432
霎	1433
鲫	1434
鳄	1435
鳍	1436
鬓	1437
啰	1438
啊	1439
阿	1440
埃	1441
挨	1442
哎	1443
唉	1444
哀	1445
皑	1446
癌	1447
蔼	1448
矮	1449
艾	1450
碍	1451
爱	1452
隘	1453
鞍	1454
氨	1455
安	1456
俺	1457
按	1458
暗	1459
岸	1460
胺	1461
案	1462
肮	1463
昂	1464
盎	1465
凹	1466
敖	1467
熬	1468
翱	1469
袄	1470
傲	1471
奥	1472
懊	1473
澳	1474
芭	1475
捌	1476
扒	1477
叭	1478
吧	1479
笆	1480
八	1481
疤	1482
巴	1483
拔	1484
跋	1485
靶	1486
把	1487
耙	1488
坝	1489
霸	1490
罢	1491
爸	1492
白	1493
柏	1494
百	1495
摆	1496
佰	1497
败	1498
拜	1499
稗	1500
斑	1501
班	1502
搬	1503
扳	1504
般	1505
颁	1506
板	1507
版	1508
扮	1509
拌	1510
伴	1511
瓣	1512
半	1513
办	1514
绊	1515
邦	1516
帮	1517
梆	1518
榜	1519
膀	1520
绑	1521
棒	1522
磅	1523
蚌	1524
镑	1525
傍	1526
谤	1527
苞	1528
胞	1529
包	1530
褒	1531
剥	1532
薄	1533
雹	1534
保	1535
堡	1536
饱	1537
宝	1538
抱	1539
报	1540
暴	1541
豹	1542
鲍	1543
爆	1544
杯	1545
碑	1546
悲	1547
卑	1548
北	1549
辈	1550
背	1551
贝	1552
钡	1553
倍	1554
狈	1555
备	1556
惫	1557
焙	1558
被	1559
奔	1560
苯	1561
本	1562
笨	1563
崩	1564
绷	1565
甭	1566
泵	1567
蹦	1568
迸	1569
逼	1570
鼻	1571
比	1572
鄙	1573
笔	1574
彼	1575
碧	1576
蓖	1577
蔽	1578
毕	1579
毙	1580
毖	1581
币	1582
庇	1583
痹	1584
闭	1585
敝	1586
弊	1587
必	1588
辟	1589
壁	1590
臂	1591
避	1592
陛	1593
鞭	1594
边	1595
编	1596
贬	1597
扁	1598
便	1599
变	1600
卞	1601
辨	1602
辩	1603
辫	1604
遍	1605
标	1606
彪	1607
膘	1608
表	1609
鳖	1610
憋	1611
别	1612
瘪	1613
彬	1614
斌	1615
濒	1616
滨	1617
宾	1618
摈	1619
兵	1620
冰	1621
柄	1622
丙	1623
秉	1624
饼	1625
炳	1626
瞭	1627
病	1628
并	1629
玻	1630
菠	1631
播	1632
拨	1633
钵	1634
波	1635
博	1636
勃	1637
搏	1638
铂	1639
箔	1640
伯	1641
帛	1642
舶	1643
脖	1644
膊	1645
渤	1646
泊	1647
驳	1648
捕	1649
卜	1650
哺	1651
补	1652
埠	1653
不	1654
布	1655
步	1656
簿	1657
部	1658
怖	1659
擦	1660
猜	1661
裁	1662
材	1663
才	1664
财	1665
睬	1666
踩	1667
采	1668
彩	1669
菜	1670
蔡	1671
餐	1672
参	1673
蚕	1674
残	1675
惭	1676
惨	1677
灿	1678
苍	1679
舱	1680
仓	1681
沧	1682
藏	1683
操	1684
糙	1685
槽	1686
曹	1687
草	1688
厕	1689
策	1690
侧	1691
册	1692
测	1693
层	1694
蹭	1695
插	1696
叉	1697
茬	1698
茶	1699
查	1700
碴	1701
搽	1702
察	1703
岔	1704
差	1705
诧	1706
拆	1707
柴	1708
豺	1709
搀	1710
掺	1711
蝉	1712
馋	1713
谗	1714
缠	1715
铲	1716
产	1717
阐	1718
颤	1719
昌	1720
猖	1721
场	1722
尝	1723
常	1724
长	1725
偿	1726
肠	1727
厂	1728
敞	1729
畅	1730
唱	1731
倡	1732
超	1733
抄	1734
钞	1735
朝	1736
嘲	1737
潮	1738
巢	1739
吵	1740
炒	1741
车	1742
扯	1743
撤	1744
掣	1745
彻	1746
澈	1747
郴	1748
臣	1749
辰	1750
尘	1751
晨	1752
忱	1753
沉	1754
陈	1755
趁	1756
衬	1757
撑	1758
称	1759
城	1760
橙	1761
成	1762
呈	1763
乘	1764
程	1765
惩	1766
澄	1767
诚	1768
承	1769
逞	1770
骋	1771
秤	1772
吃	1773
痴	1774
持	1775
匙	1776
池	1777
迟	1778
弛	1779
驰	1780
耻	1781
齿	1782
侈	1783
尺	1784
赤	1785
翅	1786
斥	1787
炽	1788
充	1789
冲	1790
虫	1791
崇	1792
宠	1793
抽	1794
酬	1795
畴	1796
踌	1797
稠	1798
愁	1799
筹	1800
仇	1801
绸	1802
瞅	1803
丑	1804
臭	1805
初	1806
出	1807
橱	1808
厨	1809
躇	1810
锄	1811
雏	1812
滁	1813
除	1814
楚	1815
础	1816
储	1817
矗	1818
搐	1819
触	1820
处	1821
揣	1822
川	1823
穿	1824
椽	1825
传	1826
船	1827
喘	1828
串	1829
疮	1830
窗	1831
幢	1832
床	1833
闯	1834
创	1835
吹	1836
炊	1837
捶	1838
锤	1839
垂	1840
春	1841
椿	1842
醇	1843
唇	1844
淳	1845
纯	1846
蠢	1847
戳	1848
绰	1849
疵	1850
茨	1851
磁	1852
雌	1853
辞	1854
慈	1855
瓷	1856
词	1857
此	1858
刺	1859
赐	1860
次	1861
聪	1862
葱	1863
囱	1864
匆	1865
从	1866
丛	1867
凑	1868
粗	1869
醋	1870
簇	1871
促	1872
蹿	1873
篡	1874
窜	1875
摧	1876
崔	1877
催	1878
脆	1879
瘁	1880
粹	1881
淬	1882
翠	1883
村	1884
存	1885
寸	1886
磋	1887
撮	1888
搓	1889
措	1890
挫	1891
错	1892
搭	1893
达	1894
答	1895
瘩	1896
打	1897
大	1898
呆	1899
歹	1900
傣	1901
戴	1902
带	1903
殆	1904
代	1905
贷	1906
袋	1907
待	1908
逮	1909
怠	1910
耽	1911
担	1912
丹	1913
单	1914
郸	1915
掸	1916
胆	1917
旦	1918
氮	1919
但	1920
惮	1921
淡	1922
诞	1923
弹	1924
蛋	1925
当	1926
挡	1927
党	1928
荡	1929
档	1930
刀	1931
捣	1932
蹈	1933
倒	1934
岛	1935
祷	1936
导	1937
到	1938
稻	1939
悼	1940
道	1941
盗	1942
德	1943
得	1944
的	1945
蹬	1946
灯	1947
登	1948
等	1949
瞪	1950
凳	1951
邓	1952
堤	1953
低	1954
滴	1955
迪	1956
敌	1957
笛	1958
狄	1959
涤	1960
翟	1961
嫡	1962
抵	1963
底	1964
地	1965
蒂	1966
第	1967
帝	1968
弟	1969
递	1970
缔	1971
颠	1972
掂	1973
滇	1974
碘	1975
点	1976
典	1977
靛	1978
垫	1979
电	1980
佃	1981
甸	1982
店	1983
惦	1984
奠	1985
淀	1986
殿	1987
碉	1988
叼	1989
雕	1990
凋	1991
刁	1992
掉	1993
吊	1994
钓	1995
调	1996
跌	1997
爹	1998
碟	1999
蝶	2000
迭	2001
谍	2002
叠	2003
丁	2004
盯	2005
叮	2006
钉	2007
顶	2008
鼎	2009
锭	2010
定	2011
订	2012
丢	2013
东	2014
冬	2015
董	2016
懂	2017
动	2018
栋	2019
侗	2020
恫	2021
冻	2022
洞	2023
兜	2024
抖	2025
斗	2026
陡	2027
豆	2028
逗	2029
痘	2030
都	2031
督	2032
毒	2033
犊	2034
独	2035
读	2036
堵	2037
睹	2038
赌	2039
杜	2040
镀	2041
肚	2042
度	2043
渡	2044
妒	2045
端	2046
短	2047
锻	2048
段	2049
断	2050
缎	2051
堆	2052
兑	2053
队	2054
对	2055
墩	2056
吨	2057
蹲	2058
敦	2059
顿	2060
囤	2061
钝	2062
盾	2063
遁	2064
掇	2065
哆	2066
多	2067
夺	2068
垛	2069
躲	2070
朵	2071
跺	2072
舵	2073
剁	2074
惰	2075
堕	2076
蛾	2077
峨	2078
鹅	2079
俄	2080
额	2081
讹	2082
娥	2083
恶	2084
厄	2085
扼	2086
遏	2087
鄂	2088
饿	2089
恩	2090
而	2091
儿	2092
耳	2093
尔	2094
饵	2095
洱	2096
二	2097
贰	2098
发	2099
罚	2100
筏	2101
伐	2102
乏	2103
阀	2104
法	2105
藩	2106
帆	2107
番	2108
翻	2109
樊	2110
矾	2111
钒	2112
繁	2113
凡	2114
烦	2115
反	2116
返	2117
范	2118
贩	2119
犯	2120
饭	2121
坊	2122
芳	2123
方	2124
肪	2125
房	2126
防	2127
妨	2128
仿	2129
访	2130
纺	2131
放	2132
菲	2133
非	2134
啡	2135
飞	2136
肥	2137
匪	2138
诽	2139
吠	2140
肺	2141
废	2142
沸	2143
费	2144
芬	2145
酚	2146
吩	2147
氛	2148
分	2149
纷	2150
坟	2151
焚	2152
汾	2153
粉	2154
奋	2155
份	2156
忿	2157
愤	2158
粪	2159
丰	2160
封	2161
枫	2162
蜂	2163
峰	2164
锋	2165
风	2166
疯	2167
烽	2168
逢	2169
冯	2170
缝	2171
讽	2172
奉	2173
凤	2174
夫	2175
扶	2176
拂	2177
辐	2178
幅	2179
氟	2180
符	2181
伏	2182
俘	2183
服	2184
浮	2185
涪	2186
福	2187
袱	2188
弗	2189
甫	2190
抚	2191
辅	2192
俯	2193
釜	2194
斧	2195
脯	2196
腑	2197
府	2198
腐	2199
赴	2200
副	2201
覆	2202
赋	2203
复	2204
傅	2205
付	2206
阜	2207
父	2208
腹	2209
负	2210
富	2211
讣	2212
附	2213
妇	2214
缚	2215
咐	2216
噶	2217
嘎	2218
该	2219
改	2220
概	2221
钙	2222
盖	2223
溉	2224
干	2225
甘	2226
杆	2227
柑	2228
竿	2229
肝	2230
赶	2231
感	2232
秆	2233
敢	2234
赣	2235
冈	2236
刚	2237
钢	2238
缸	2239
肛	2240
纲	2241
岗	2242
港	2243
杠	2244
篙	2245
皋	2246
高	2247
膏	2248
羔	2249
糕	2250
搞	2251
镐	2252
稿	2253
告	2254
哥	2255
歌	2256
搁	2257
戈	2258
鸽	2259
胳	2260
疙	2261
割	2262
革	2263
葛	2264
格	2265
蛤	2266
阁	2267
隔	2268
铬	2269
个	2270
各	2271
给	2272
根	2273
跟	2274
耕	2275
更	2276
庚	2277
羹	2278
埂	2279
耿	2280
梗	2281
工	2282
攻	2283
功	2284
恭	2285
龚	2286
供	2287
躬	2288
公	2289
宫	2290
弓	2291
巩	2292
汞	2293
拱	2294
贡	2295
共	2296
钩	2297
勾	2298
沟	2299
苟	2300
狗	2301
垢	2302
构	2303
购	2304
够	2305
辜	2306
菇	2307
咕	2308
箍	2309
估	2310
沽	2311
孤	2312
姑	2313
鼓	2314
古	2315
蛊	2316
骨	2317
谷	2318
股	2319
故	2320
顾	2321
固	2322
雇	2323
刮	2324
瓜	2325
剐	2326
寡	2327
挂	2328
褂	2329
乖	2330
拐	2331
怪	2332
棺	2333
关	2334
官	2335
冠	2336
观	2337
管	2338
馆	2339
罐	2340
惯	2341
灌	2342
贯	2343
光	2344
广	2345
逛	2346
瑰	2347
规	2348
圭	2349
硅	2350
归	2351
龟	2352
闺	2353
轨	2354
鬼	2355
诡	2356
癸	2357
桂	2358
柜	2359
跪	2360
贵	2361
刽	2362
滚	2363
棍	2364
锅	2365
郭	2366
国	2367
果	2368
裹	2369
过	2370
哈	2371
骸	2372
孩	2373
海	2374
氦	2375
亥	2376
害	2377
骇	2378
酣	2379
憨	2380
邯	2381
韩	2382
含	2383
涵	2384
寒	2385
函	2386
喊	2387
罕	2388
翰	2389
撼	2390
捍	2391
旱	2392
憾	2393
悍	2394
焊	2395
汗	2396
汉	2397
夯	2398
杭	2399
航	2400
壕	2401
嚎	2402
豪	2403
毫	2404
郝	2405
好	2406
耗	2407
号	2408
浩	2409
呵	2410
喝	2411
荷	2412
菏	2413
核	2414
禾	2415
和	2416
何	2417
合	2418
盒	2419
貉	2420
阂	2421
河	2422
涸	2423
赫	2424
褐	2425
鹤	2426
贺	2427
嘿	2428
黑	2429
痕	2430
很	2431
狠	2432
恨	2433
哼	2434
亨	2435
横	2436
衡	2437
恒	2438
轰	2439
哄	2440
烘	2441
虹	2442
鸿	2443
洪	2444
宏	2445
弘	2446
红	2447
喉	2448
侯	2449
猴	2450
吼	2451
厚	2452
候	2453
后	2454
呼	2455
乎	2456
忽	2457
瑚	2458
壶	2459
葫	2460
胡	2461
蝴	2462
狐	2463
糊	2464
湖	2465
弧	2466
虎	2467
唬	2468
护	2469
互	2470
沪	2471
户	2472
花	2473
哗	2474
华	2475
猾	2476
滑	2477
画	2478
划	2479
化	2480
话	2481
槐	2482
徊	2483
怀	2484
淮	2485
坏	2486
欢	2487
环	2488
桓	2489
还	2490
缓	2491
换	2492
患	2493
唤	2494
痪	2495
豢	2496
焕	2497
涣	2498
宦	2499
荒	2500
慌	2501
黄	2502
磺	2503
蝗	2504
簧	2505
皇	2506
凰	2507
惶	2508
煌	2509
晃	2510
幌	2511
恍	2512
谎	2513
灰	2514
挥	2515
辉	2516
徽	2517
恢	2518
蛔	2519
回	2520
毁	2521
悔	2522
慧	2523
卉	2524
惠	2525
晦	2526
贿	2527
秽	2528
会	2529
汇	2530
讳	2531
诲	2532
绘	2533
荤	2534
昏	2535
婚	2536
魂	2537
浑	2538
混	2539
豁	2540
活	2541
伙	2542
火	2543
获	2544
或	2545
惑	2546
霍	2547
货	2548
祸	2549
击	2550
圾	2551
基	2552
机	2553
畸	2554
稽	2555
积	2556
箕	2557
肌	2558
饥	2559
迹	2560
激	2561
讥	2562
鸡	2563
姬	2564
绩	2565
缉	2566
吉	2567
极	2568
棘	2569
辑	2570
籍	2571
集	2572
及	2573
急	2574
疾	2575
汲	2576
即	2577
嫉	2578
级	2579
挤	2580
几	2581
脊	2582
己	2583
蓟	2584
技	2585
